Date,Question,Answer,Specialty,Diagnosis,Emergency,Pharmacology
2018-10-15 00:00:00,What should you know about the use of Labetalol in hypertensive emergency? ,"Avoid use in acute decompensated heart failure, and use cautiously in obstructive or reactive airway diseases.",Cardiology,,,Yes
2018-10-15 00:00:00,What is the management of severe hypoglycemia?,"A subcutaneous or intramuscular injection of 0.5 to 1.0 mg of glucagon will usually lead to recovery of consciousness within approximately 15 minutes. 
Patients brought to the hospital can be treated more quickly by giving 25 g of 50 percent glucose (dextrose) intravenously (IV). A subsequent glucose infusion (or food, if patient is able to eat) is often needed, depending upon the cause of the hypoglycemia.",Endocrinology,,Yes,
2018-10-17 00:00:00,How long does it take for antidepressant to work?,"1. Relief of neurovegetative/physical symptoms: 1-3 wk
2. Relief of emotional/cognitive symptoms: 2-6 wk",Psychiatry,,,
2018-10-17 00:00:00,How long should antidepressant treatment be continued for depression?,"6-12 mounts: if first or second episode
2 years-indefinitely: if third episode, elderly, psychotic features, or refractory depression",Psychiatry,,,
2018-10-17 00:00:00,What are the uses of SSRIs? ,"They are useful for anxiety states, OCD, eating disorders, and depression.",Psychiatry,,,Yes
2018-10-17 00:00:00,List five examples of SSRIs. ,"1. Paroxetine (activating drug)
2. Fluoxetine (activating drug, the most used in children, and does not require slow taper)
3. Citalopram (few drug-interactions and  sleep-wake neutral)
4. Escitalopram (few drug-interactions and  sleep-wake neutral)
5. Sertaline (few drug-interactions and  sleep-wake neutral)",Psychiatry,,,Yes
2018-10-17 00:00:00,List two SNRIs. ,"1. Venlafaxine 
2. Duloxetine ",Psychiatry,,,Yes
2018-10-17 00:00:00,List 4 TCAs. ,"1. Amitriptyline 
2. Nortriptyline (secondary amine)
3. Imipramine
4. Clomipramine (used for OCD)",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the mechanism of action of Bupropion?,NDRI,Psychiatry,,,Yes
2018-10-17 00:00:00,What are the uses of NDRIs?,Bupropion is a medication primarily used as an antidepressant and smoking cessation aid.,Psychiatry,,,Yes
2018-10-17 00:00:00,What are the side effects of Bupropion?,"It causes less sexual dysfunction (may reverse effects of SSRIs/SNRIs), weight gain, and sedation but it can increase the risk of seizure.",Psychiatry,,,Yes
2018-10-17 00:00:00,List two MAOIs. ,"1. Phenelzine
2. Tranylcypromine",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the treatment approach for depression.,"1. Start SSRI
2. Reassess regularly 
3. With no optimum respsone, optimize the dose
4. Reassess regularly
5. With a partial response, augment with thyroid hormone, lithium, or atypical antipsychotics or cobmine by adding Bupropion 
5. With no response: switch to a different antidepressant",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the  effects of SSRNs?,"5HT1A (centrally):
 • Relief of depression
• Anxiolytic effect

5HT2A in spinal cord
• Sexual dysfunction: delayed ejaculation, anorgasmia, and decreased libido

5HT3A in gut:
 • GI upset: nausea, vomiting, bloating and wieght loss",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the causes of serotonin syndrome? ,"It can result from medication combinations such as:
1. SSRI+MAOI
2. SSRI+tryptophan
3. MAOI+tryptophan",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the symptoms of serotonin syndrome? ,"The symptoms include nausea, diarrhea, palpitations, chills, restlessness, confusion, and lethargy but can
progress to myoclonus, hyperthermia, rigor and hypertonicity.",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the most common causes of antidepressant discontinuation syndrome?,"It is caused by the abrupt cessation of an antidepressant; most commonly with paroxetine, fluvoxamine, and
venlafaxine (drugs with shortest half-lives).",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the treatment of antidepressant discontinuation syndrome?,"The symptoms can be relieved within 24 h by restarting antidepressant therapy at the same dose the patient was taking and initiating a slow taper over several weeks.
Consider using a drug with a longer half-life such as fluoxetine.",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the treatment of serotonin syndrome? ,Discontinue medication and administer emergency medical care as needed.,Psychiatry,,,Yes
2018-10-17 00:00:00,Which class of antidepressants is relatively save in over dose?,SSRI,Psychiatry,,,Yes
2018-10-17 00:00:00,What are the side effects of SNRIs? ,"Tremors, tachycardia, sweating, insomnia, and dose-dependent increase in diastolic BP",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the presentation of TCA overdose?,"Anticholinergic effects and CNS stimulation then depression and seizures
ECG: prolonged QT (duration reflects severity)",Psychiatry,,,Yes
2018-10-17 00:00:00,What is the treatment of TCA overdose? ,"1. activated charcoal
2. supportive treatment
3. IV diazepam for seizure
4. physostigmine for coma",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the interactions of MAOIs? ,"1. Hypertensive crises with noradrenergic medications (e.g. TCA, and amphetamines) and with tyramine rich foods (e.g. wine, cheese)
2. Serotonin syndrome with serotonergic drugs (e.g. SSRI, and tryptophan)",Psychiatry,,,Yes
2018-10-17 00:00:00,What are the antibiotic options for Enterococcus faecalis?," Ampicillin is the drug of choice.

Infections due to beta-lactamase-producing enterococci requiring parenteral therapy may be treated with ampicillin-sulbactam or vancomycin.  Vancomycin may be administered in the setting of allergy.

For treatment of invasive infection (such as endocarditis, meningitis, and bacteremia in the setting of valvulopathy and/or critical illness), bactericidal activity is required. This may be achieved via synergistic activity of a cell wall-active agent (such as ampicillin) in combination with ceftriaxone, gentamicin or streptomycin (if there is no high level aminoglycoside resistance). Ceftriaxone is preferred by many as the second agent to add to ampicillin for synergism. ",Infectious Diseases,,,Yes
2018-10-17 00:00:00,What are the adverse effects of nitrate therapy?,"Headache and flushing are common symptoms in patients taking nitrate therapy, and hypotension can occur.",Cardiology,,,Yes
2018-10-17 00:00:00,What is the most common cause of preventable death in hospitals? ?, Pulmonary embolism is the most common preventable cause of hospital death.,Pulmonology,,,
2018-10-17 00:00:00,What are the methods for preventing postoperative thromboembolism?,"Very low thrombosis risk: Early ambulation
Low VTE risk: Mechanical methods
- Intermittent pneumatic compression 
- Graduated compression stockings
Moderate or high VTE risk
- With low bleeding risk: Pharmacologic alone or Combined prophylaxis
- With high bleeding risk: Mechanical methods ",General Surgery,,,
2018-10-17 00:00:00,What are the options for the pharmacologic prophylaxis of postoperative venous thromboembolic disease?,"For most patients without renal insufficiency (eg, creatinine clearance >30 mL/min) in whom pharmacologic prophylaxis is indicated, LMW heparin is used rather than unfractionated heparin (UFH). UFH is preferred in those with severe renal insufficiency (eg, creatinine clearance <20 to 30 mL/min).",General Surgery,,,Yes
2018-10-17 00:00:00,List two examples of LMW heparins. ,A number of LMW heparin preparations are available (e.g enoxaparin and dalteparin) none of which have proven superiority over the others when administered as agents to prevent VTE.,Cardiology,,,Yes
2018-10-17 00:00:00,What are the antibiotics for enteric fever? ,"For patients with uncomplicated enteric fever: Ciprofloxacin
For patients with uncomplicated enteric fever due to an isolate known or suspected to have reduced fluoroquinolone susceptibility: Azithromycin
 Ceftriaxone is an alternative (except for patients with infection acquired in Pakistan). It can be also used for patients with severe disease. 
For patients with severe typhoid fever acquired in Pakistan, it is suggested to use an empiric therapy with a carbapenem (eg, meropenem).",Infectious Diseases,,,Yes
